scenario,workload,memused,cpuused
"1_m3_medium",20000000,0.14392697342752547,100.0
"1_m3_medium",20000000,0.02107078522035812,100.0
"1_m3_medium",20000000,0.021945535143571056,100.0
"1_m3_medium",20000000,0.05307023733428522,100.0
"1_m3_medium",20000000,0.02079995517295767,100.0
"1_m3_medium",20000000,0.2524872782514133,100.0
"1_m3_medium",20000000,0.26320945020462716,100.0
"1_m3_medium",20000000,0.2332811734723525,100.0
"1_m3_medium",20000000,0.2140522401069208,100.0
"1_m3_medium",20000000,0.2797975311921503,100.0
"1_m3_medium",20000000,0.021510754339506735,100.0
"1_m3_medium",20000000,0.10819297211591941,100.0
"1_m3_medium",20000000,0.021570938794484615,100.0
"1_m3_medium",20000000,0.36305234802387454,100.0
"1_m3_medium",20000000,0.41685621311107973,100.0
"1_m3_medium",20000000,0.018935274731660345,100.0
"1_m3_medium",20000000,0.5285419589417497,77.083332
"1_m3_medium",20000000,0.15929683803325503,100.0
"1_m3_medium",20000000,0.17725567186605015,100.0
"1_m3_medium",20000000,0.250162913093647,100.0
"1_m3_medium",20000000,0.241494276250799,100.0
"1_m3_medium",20000000,0.020488656267899686,100.0
"1_m3_medium",20000000,0.31055697600092974,91.846922
"1_m3_medium",20000000,0.35192444983106846,72.0
"1_m3_medium",20000000,0.056556785070934645,100.0
"1_m3_medium",20000000,0.26303408515477783,100.0
"1_m3_medium",20000000,0.030697185027767863,100.0
"1_m3_medium",20000000,0.3033971011845961,100.0
"1_m3_medium",20000000,0.24123070984451658,100.0
"1_m3_medium",20000000,0.02242597312037721,100.0
"1_m3_medium",20000000,0.3794536496683629,100.0
"1_m3_medium",20000000,0.3957397707179798,100.0
"1_m3_medium",20000000,0.019887849381137777,100.0
"1_m3_medium",20000000,0.06485601387978052,100.0
"1_m3_medium",20000000,0.20676265741347966,100.0
"1_m3_medium",20000000,0.2576838946398479,100.0
"1_m3_medium",20000000,0.03705805932111935,100.0
"1_m3_medium",20000000,0.018931124079592906,100.0
"1_m3_medium",20000000,0.09970696396403875,100.0
"1_m3_medium",20000000,0.0205944978956194,100.0
"1_m3_medium",20000000,0.022507948498709147,100.0
"1_m3_medium",20000000,0.1094443937142525,100.0
"1_m3_medium",20000000,0.3685478113611648,75.098814
"1_m3_medium",20000000,0.04640636544001062,100.0
"1_m3_medium",20000000,0.04896731776562098,100.0
"1_m3_medium",20000000,0.01979342204660352,100.0
"1_m3_medium",20000000,0.01857520566480994,100.0
"1_m3_medium",20000000,0.031175547678540298,100.0
"1_m3_medium",20000000,0.042211093862845855,100.0
"1_m3_medium",20000000,0.018774436964047053,100.0
"1_m3_medium",20000000,0.13980330059852403,100.0
"1_m3_medium",20000000,0.02018047035189228,100.0
"1_m3_medium",20000000,0.3034770012368943,100.0
"1_m3_medium",20000000,0.3559256784240804,100.0
"1_m3_medium",20000000,0.18697753667101102,100.0
"1_m3_medium",20000000,0.03774291691224691,100.0
"1_m3_medium",20000000,0.02024376779592074,100.0
"1_m3_medium",20000000,0.3475922067356782,100.0
"1_m3_medium",20000000,0.022179009322364544,100.0
"1_m3_medium",20000000,0.05340125183666354,100.0
"1_m3_medium",20000000,0.12805903057370313,100.0
"1_m3_medium",20000000,0.02187082340635714,100.0
"1_m3_medium",20000000,0.022303528884387736,100.0
"1_m3_medium",20000000,0.02119841777143189,100.0
"1_m3_medium",20000000,0.20180366585590595,100.0
"1_m3_medium",20000000,0.22591272838963,100.0
"1_m3_medium",20000000,0.048205673111245774,100.0
"1_m3_medium",20000000,0.06739517528203681,100.0
"1_m3_medium",20000000,0.021177664511094693,100.0
"1_m3_medium",20000000,0.22687049135419174,100.0
"1_m3_medium",20000000,0.01963569726804081,100.0
"1_m3_medium",20000000,0.01926732689705553,100.0
"1_m3_medium",20000000,0.3424360592049011,100.0
"1_m3_medium",20000000,0.0250637125092352,100.0
"1_m3_medium",20000000,0.021116442393099955,100.0
"1_m3_medium",20000000,0.024383005570175073,100.0
"1_m3_medium",20000000,0.21713098627794428,100.0
"1_m3_medium",20000000,0.2279361712725069,100.0
"1_m3_medium",20000000,0.33295908287191917,100.0
"1_m3_medium",20000000,0.053375310261242044,100.0
"1_m3_medium",20000000,0.08159559366776521,100.0
"1_m3_medium",20000000,0.023957563733262497,100.0
"1_m3_medium",20000000,0.020567518657181042,100.0
"1_m3_medium",20000000,0.021567825805434034,100.0
"1_m3_medium",20000000,0.37201360583747706,100.0
"1_m3_medium",20000000,0.2626501498385396,100.0
"1_m3_medium",20000000,0.0218355428637839,100.0
"1_m3_medium",20000000,0.13744780555025193,100.0
"1_m3_medium",20000000,0.24004984933132995,100.0
"1_m3_medium",20000000,0.03831259390850303,100.0
"1_m3_medium",20000000,0.16247416219088018,100.0
"1_m3_medium",20000000,0.0231025294073699,100.0
"1_m3_medium",30000000,0.10914347143936312,74.609375
"1_m3_medium",30000000,0.021344728256809144,100.0
"1_m3_medium",30000000,0.02389841694130148,100.0
"1_m3_medium",30000000,0.023796725965649204,100.0
"1_m3_medium",30000000,0.09291442185567353,100.0
"1_m3_medium",30000000,0.022287963939134837,100.0
"1_m3_medium",30000000,0.21485435361895353,100.0
"1_m3_medium",30000000,0.0718695782107369,100.0
"1_m3_medium",30000000,0.10716568572922806,100.0
"1_m3_medium",30000000,0.03220179640221479,100.0
"1_m3_medium",30000000,0.18310394062907281,100.0
"1_m3_medium",30000000,0.15744253422212628,100.0
"1_m3_medium",30000000,0.022000531283464634,100.0
"1_m3_medium",30000000,0.1431124079592904,100.0
"1_m3_medium",30000000,0.16355229406539767,100.0
"1_m3_medium",30000000,0.02182827922266588,100.0
"1_m3_medium",30000000,0.02384964677950906,100.0
"1_m3_medium",30000000,0.12522413521164175,100.0
"1_m3_medium",30000000,0.0646619708956277,100.0
"1_m3_medium",30000000,0.050861052771390386,100.0
"1_m3_medium",30000000,0.021788848028025203,100.0
"1_m3_medium",30000000,0.09489532055485916,100.0
"1_m3_medium",30000000,0.03275487079020114,100.0
"1_m3_medium",30000000,0.06817134721864805,100.0
"1_m3_medium",30000000,0.25626333396976664,100.0
"1_m3_medium",30000000,0.021716211616845005,100.0
"1_m3_medium",30000000,0.01985153117554768,100.0
"1_m3_medium",30000000,0.0201929223080946,100.0
"1_m3_medium",30000000,0.021966288403908255,100.0
"1_m3_medium",30000000,0.02046997833359621,100.0
"1_m3_medium",30000000,0.02145368287357944,100.0
"1_m3_medium",30000000,0.018576243327826803,100.0
"1_m3_medium",30000000,0.04648834081834256,100.0
"1_m3_medium",30000000,0.11724554427500561,100.0
"1_m3_medium",30000000,0.018751608377676133,100.0
"1_m3_medium",30000000,0.01881594348472145,100.0
"1_m3_medium",30000000,0.2941245444659356,100.0
"1_m3_medium",30000000,0.14066456090251778,100.0
"1_m3_medium",30000000,0.12830184371964837,100.0
"1_m3_medium",30000000,0.1382229398238463,100.0
"1_m3_medium",30000000,0.019241385321634028,100.0
"1_m3_medium",30000000,0.01916356059536953,100.0
"1_m3_medium",30000000,0.08887791272008833,100.0
"1_m3_medium",30000000,0.02063496675327694,100.0
"1_m3_medium",30000000,0.04472431368968065,100.0
"1_m3_medium",30000000,0.12937478727908155,100.0
"1_m3_medium",30000000,0.16613399965134523,100.0
"1_m3_medium",30000000,0.15332093671915858,100.0
"1_m3_medium",30000000,0.04169330001743274,100.0
"1_m3_medium",30000000,0.11372786664785038,100.0
"1_m3_medium",30000000,0.0210116384283971,100.0
"1_m3_medium",30000000,0.02484684093871147,100.0
"1_m3_medium",30000000,0.02023754181781958,100.0
"1_m3_medium",30000000,0.021118517719133676,100.0
"1_m3_medium",30000000,0.18612665299718587,99.82876712
"1_m3_medium",30000000,0.13496364028788924,100.0
"1_m3_medium",30000000,0.038493147273436654,100.0
"1_m3_medium",30000000,0.06696869578210737,100.0
"1_m3_medium",30000000,0.3311265699841445,100.0
"1_m3_medium",30000000,0.024231506769713522,100.0
"1_m3_medium",30000000,0.032513095307272775,100.0
"1_m3_medium",30000000,0.021316711355353925,100.0
"1_m3_medium",30000000,0.020650531698529838,100.0
"1_m3_medium",30000000,0.331093364767605,100.0
"1_m3_medium",30000000,0.10936553132497115,14.455444
"1_m3_medium",30000000,0.021285581464848127,100.0
"1_m3_medium",30000000,0.01859907191419772,100.0
"1_m3_medium",30000000,0.07473352813727037,92.6298156
"1_m3_medium",30000000,0.01997605073757087,100.0
"1_m3_medium",30000000,0.021270016519595227,100.0
"1_m3_medium",30000000,0.02326232951196633,100.0
"1_m3_medium",30000000,0.019262138581971226,100.0
"1_m3_medium",30000000,0.13897109485900236,100.0
"1_m3_medium",30000000,0.022771514904991574,100.0
"1_m3_medium",30000000,0.020414982193702632,100.0
"1_m3_medium",30000000,0.2621665988726829,100.0
"1_m3_medium",30000000,0.02280472012153109,100.0
"1_m3_medium",30000000,0.3121663913400795,100.0
"1_m3_medium",30000000,0.215243477250276,100.0
"1_m3_medium",30000000,0.09843686443140218,100.0
"1_m3_medium",30000000,0.1870377211259889,100.0
"1_m3_medium",30000000,0.021507641350456158,100.0
"1_m3_medium",30000000,0.19849352083212274,100.0
"1_m3_medium",30000000,0.019162522932352672,100.0
"1_m3_medium",30000000,0.021285581464848127,100.0
"1_m3_medium",30000000,0.01877547462706391,100.0
"1_m3_medium",30000000,0.045082307430497334,100.0
"1_m3_medium",30000000,0.0185866199579954,100.0
"1_m3_medium",30000000,0.01900687347982368,100.0
"1_m3_medium",30000000,0.09335854162688959,100.0
"1_m3_medium",30000000,0.08117534014593693,100.0
"1_m3_medium",30000000,0.019544382922557134,100.0
"1_m3_medium",30000000,0.019543345259540275,100.0
"1_m3_medium",30000000,0.023403451682259283,100.0
"1_m3_medium",30000000,0.07668018395689963,100.0
"1_m3_medium",30000000,0.04598922490723292,100.0
"1_m3_medium",30000000,0.02164772585773225,100.0
"1_m3_medium",30000000,0.021694420693490948,100.0
"1_m3_medium",30000000,0.019334774993151425,100.0
"1_m3_medium",30000000,0.02161348297817587,100.0
"1_m3_medium",30000000,0.5103164457136216,76.94973999999999
"1_m3_medium",30000000,0.021580277761636353,100.0
"1_m3_medium",30000000,0.07031515901148071,63.73429
"1_m3_medium",30000000,0.02164046221661423,100.0
"1_m3_medium",30000000,0.01947174651137694,100.0
"1_m3_medium",30000000,0.01942505167561824,100.0
"1_m3_medium",30000000,0.02182620389663216,100.0
"1_m3_medium",30000000,0.03326436333147938,100.0
"1_m3_medium",30000000,0.021554336186214853,100.0
"1_m3_medium",30000000,0.021525281621742776,100.0
"1_m3_medium",30000000,0.3218062807667085,100.0
"1_m3_medium",30000000,0.021945535143571056,100.0
"1_m3_medium",30000000,0.280221935366046,100.0
"1_m3_medium",30000000,0.297233382864448,100.0
"1_m3_medium",30000000,0.16564110971833676,100.0
"1_m3_medium",30000000,0.02124407494417373,100.0
"1_m3_medium",30000000,0.019545420585573993,100.0
"1_m3_medium",30000000,0.2185349443397558,100.0
"1_m3_medium",30000000,0.1077166847911807,100.0
"1_m3_medium",30000000,0.14269319210047898,100.0
"1_m3_medium",30000000,0.1740731593933407,100.0
"1_m3_medium",30000000,0.02362136091579987,100.0
"1_m3_medium",30000000,0.020280086001510836,100.0
"1_m3_medium",30000000,0.07803744718295244,100.0
"1_m3_medium",30000000,0.15425172044528196,100.0
"1_m3_medium",30000000,0.08468367880594041,100.0
"1_m3_medium",30000000,0.14472286096145703,100.0
"1_m3_medium",30000000,0.018778587616114492,100.0
"1_m3_medium",30000000,0.01962220764882163,100.0
"1_m3_medium",30000000,0.021307372388202187,100.0
"1_m3_medium",30000000,0.021944497480554194,100.0
"1_m3_medium",30000000,0.020379701651129394,100.0
"1_m3_medium",30000000,0.021563675153366595,100.0
"1_m3_medium",30000000,0.08469301777309216,100.0
"1_m3_medium",30000000,0.02081240712915999,100.0
"1_m3_medium",30000000,0.28566344022645956,100.0
"1_m3_medium",30000000,0.019912753293542414,100.0
"1_m3_medium",30000000,0.19630716485559882,100.0
"1_m3_medium",30000000,0.0664965591094361,100.0
"1_m3_medium",30000000,0.06469725143820095,100.0
"1_m3_medium",30000000,0.023114981363572217,100.0
"1_m3_medium",30000000,0.05176589492209226,100.0
"1_m3_medium",30000000,0.02057581996131592,100.0
"1_m3_medium",30000000,0.12706910005561875,100.0
"1_m3_medium",30000000,0.17743933822003435,100.0
"1_m3_medium",30000000,0.018876127939699328,100.0
"1_m3_medium",30000000,0.08765139503415986,100.0
"1_m3_medium",30000000,0.058729651428239375,100.0
"1_m3_medium",30000000,0.05324145173206711,100.0
"1_m3_medium",30000000,0.1460043747872791,100.0
"1_m3_medium",30000000,0.02223815611432556,100.0
"1_m3_medium",30000000,0.02205137677129077,100.0
"1_m3_medium",30000000,0.02102512804761628,100.0
"1_m3_medium",30000000,0.11787229273718901,100.0
"1_m3_medium",30000000,0.11064081917269203,100.0
"1_m3_medium",30000000,0.019973975411537153,100.0
"1_m3_medium",30000000,0.21006657645916174,100.0
"1_m3_medium",30000000,0.018947726687862664,100.0
"1_m3_medium",30000000,0.02448365888281049,100.0
"1_m3_medium",30000000,0.022401069207972572,100.0
"1_m3_medium",30000000,0.021273129508645808,100.0
"1_m3_medium",30000000,0.019338925645218864,100.0
"1_m3_medium",40000000,0.022573321268771325,100.0
"1_m3_medium",40000000,0.02387143770286312,100.0
"1_m3_medium",40000000,0.36314262470634134,100.0
"1_m3_medium",40000000,0.0999674173812706,100.0
"1_m3_medium",40000000,0.3527597685596407,100.0
"1_m3_medium",40000000,0.38902816632492965,100.0
"1_m3_medium",40000000,0.021106065762931357,100.0
"1_m3_medium",40000000,0.021955911773739654,100.0
"1_m3_medium",40000000,0.1133698729070337,100.0
"1_m3_medium",40000000,0.3601956617384591,100.0
"1_m3_medium",40000000,0.021357180213011463,100.0
"1_m3_medium",40000000,0.02166744145505259,100.0
"1_m3_medium",40000000,0.02000925595411039,100.0
"1_m3_medium",40000000,0.3150604334941019,100.0
"1_m3_medium",40000000,0.356891742692777,100.0
"1_m3_medium",40000000,0.12474992321293675,100.0
"1_m3_medium",40000000,0.07178241451732068,100.0
"1_m3_medium",40000000,0.19677618853921952,100.0
"1_m3_medium",40000000,0.024439039373085513,100.0
"1_m3_medium",40000000,0.21504113296198832,100.0
"1_m3_medium",40000000,0.16373388509334816,100.0
"1_m3_medium",40000000,0.02144641923246142,100.0
"1_m3_medium",40000000,0.02325091521878087,100.0
"1_m3_medium",40000000,0.019365904883657224,100.0
"1_m3_medium",40000000,0.18175705403318862,100.0
"1_m3_medium",40000000,0.05672073582759852,100.0
"1_m3_medium",40000000,0.01905356831558238,100.0
"1_m3_medium",40000000,0.10595577065156936,100.0
"1_m3_medium",40000000,0.019856719490631978,100.0
"1_m3_medium",40000000,0.13148954450744213,100.0
"1_m3_medium",40000000,0.1358923486879789,100.0
"1_m3_medium",40000000,0.07739928442758358,100.0
"1_m3_medium",40000000,0.01900583581680682,100.0
"1_m3_medium",40000000,0.1516492615989972,100.0
"1_m3_medium",40000000,0.021920631231166415,100.0
"1_m3_medium",40000000,0.020560255016063022,100.0
"1_m3_medium",40000000,0.01880867984360343,100.0
"1_m3_medium",40000000,0.02164876352074911,100.0
"1_m3_medium",40000000,0.024329047093298358,100.0
"1_m3_medium",40000000,0.5457038675775965,96.0
"1_m3_medium",40000000,0.021316711355353925,100.0
"1_m3_medium",40000000,0.11968820301669392,16.054159999999996
"1_m3_medium",40000000,0.052958169728464344,83.471075
"1_m3_medium",40000000,0.08279201912620472,99.82993197
"1_m3_medium",40000000,0.08899620630401037,33.84913
"1_m3_medium",40000000,0.10261657106331405,100.0
"1_m3_medium",40000000,0.020291500294696296,100.0
"1_m3_medium",40000000,0.021075973535442417,100.0
"1_m3_medium",40000000,0.019590040095298973,100.0
"1_m3_medium",40000000,0.020176319699824842,100.0
"1_m3_medium",40000000,0.02168196873728863,100.0
"1_m3_medium",40000000,0.021951761121672214,100.0
"1_m3_medium",40000000,0.30276101375526093,100.0
"1_m3_medium",40000000,0.12985833824493828,100.0
"1_m3_medium",40000000,0.4119740086167537,100.0
"1_m3_medium",40000000,0.02285349028332351,100.0
"1_m3_medium",40000000,0.11981894855681828,100.0
"1_m3_medium",40000000,0.03818496135742925,100.0
"1_m3_medium",40000000,0.020895420170508786,100.0
"1_m3_medium",40000000,0.021556411512248574,100.0
"1_m3_medium",40000000,0.0218355428637839,100.0
"1_m3_medium",40000000,0.2698722844358849,100.0
"1_m3_medium",40000000,0.02163631156454679,100.0
"1_m3_medium",40000000,0.023159600873297194,100.0
"1_m3_medium",40000000,0.02062977843819264,100.0
"1_m3_medium",40000000,0.372947502552651,100.0
"1_m3_medium",40000000,0.37305023119132014,100.0
"1_m3_medium",40000000,0.04847131484356192,100.0
"1_m3_medium",40000000,0.02448677187186107,100.0
"1_m3_medium",40000000,0.05003922366203731,100.0
"1_m3_medium",40000000,0.021565750479400313,100.0
"1_m3_medium",40000000,0.017313407436308242,100.0
"1_m3_medium",40000000,0.02170064667159211,100.0
"1_m3_medium",40000000,0.23875380822327189,100.0
"1_m3_medium",40000000,0.022604451159277124,100.0
"1_m3_medium",40000000,0.02285867859840781,100.0
"1_m3_medium",40000000,0.1338190979802927,100.0
"1_m3_medium",40000000,0.020775051260553033,100.0
"1_m3_medium",40000000,0.01944061662087114,100.0
"1_m3_medium",40000000,0.07625266679395333,100.0
"1_m3_medium",40000000,0.08321849862613416,100.0
"1_m3_medium",40000000,0.01882735777790691,100.0
"1_m3_medium",40000000,0.02023235350273528,100.0
"1_m3_medium",40000000,0.25307355785593916,100.0
"1_m3_medium",40000000,0.01947174651137694,100.0
"1_m3_medium",40000000,0.023923320853706118,100.0
"1_m3_medium",40000000,0.021560562164316014,100.0
"1_m3_medium",40000000,0.023739654499721905,100.0
"1_m3_medium",40000000,0.12124262221595013,15.26419
"1_m3_medium",40000000,0.020295650946763735,100.0
"1_m3_medium",40000000,0.02350099200584412,100.0
"1_m3_medium",40000000,0.020273860023409678,100.0
"1_m3_medium",40000000,0.021165212554892374,100.0
"1_m3_medium",40000000,0.021337464615691124,100.0
"1_m3_medium",40000000,0.020742883707030375,100.0
"1_m3_medium",40000000,0.14579580452089022,100.0
"1_m3_medium",40000000,0.22298444335605125,100.0
"1_m3_medium",40000000,0.02118700347824643,100.0
"1_m3_medium",40000000,0.02083108506346347,100.0
"1_m3_medium",40000000,0.044484613532786,100.0
"1_m3_medium",40000000,0.03820778994380017,100.0
"1_m3_medium",40000000,0.04342931024463943,100.0
"1_m3_medium",40000000,0.3308007437968505,100.0
"1_m3_medium",40000000,0.33584378605878984,100.0
"1_m3_medium",40000000,0.01903800337032948,100.0
"1_m3_medium",40000000,0.023138847612959996,100.0
"1_m3_medium",40000000,0.018114483285324126,100.0
"1_m3_medium",40000000,0.07879286585922649,100.0
"1_m3_medium",40000000,0.28509895154528775,100.0
"1_m3_medium",40000000,0.1749437586644862,100.0
"1_m3_medium",40000000,0.01943439064276998,100.0
"1_m3_medium",40000000,0.020320554859168376,100.0
"1_m3_medium",40000000,0.39677432074578917,100.0
"1_m3_medium",40000000,0.35446983721142594,100.0
"1_m3_medium",40000000,0.02142774129815794,100.0
"1_m3_medium",40000000,0.31759544424429076,100.0
"1_m3_medium",40000000,0.0234314685837145,100.0
"1_m3_medium",40000000,0.34402575894673054,100.0
"1_m3_medium",40000000,0.021526319284759635,100.0
"1_m3_medium",40000000,0.02040045491146659,100.0
"1_m3_medium",40000000,0.021588579065771232,100.0
"1_m3_medium",40000000,0.06709425300714743,100.0
"1_m3_medium",40000000,0.019872284435884877,100.0
"1_m3_medium",40000000,0.019706258353187286,100.0
"1_m3_medium",40000000,0.025761022056565087,100.0
"1_m3_medium",40000000,0.21779509060873464,100.0
"1_m3_medium",40000000,0.021321899670438228,100.0
"1_m3_medium",40000000,0.020483467952815387,100.0
"1_m3_medium",40000000,0.07269452030914057,100.0
"1_m3_medium",40000000,0.09205938752978093,100.0
"1_m3_medium",40000000,0.021660177813934568,100.0
"1_m3_medium",40000000,0.0239108688975038,100.0
"1_m3_medium",40000000,0.020315366544084074,100.0
"1_m3_medium",40000000,0.021746303844333945,100.0
"1_m3_medium",40000000,0.02163942455359737,100.0
"1_m3_medium",40000000,0.09563724961191403,100.0
"1_m3_medium",40000000,0.02230041589533716,100.0
"1_m3_medium",40000000,0.04747930899944381,100.0
"1_m3_medium",40000000,0.019510140043000754,100.0
"1_m3_medium",40000000,0.041780463710848974,100.0
"1_m3_medium",40000000,0.02691490333131335,100.0
"1_m3_medium",40000000,0.3456382872749309,100.0
"1_m3_medium",40000000,0.021176626848077834,100.0
"1_m3_medium",40000000,0.022086657313864007,100.0
"1_m3_medium",40000000,0.31089110349235866,100.0
"1_m3_medium",40000000,0.39148950300092145,100.0
"1_m3_medium",40000000,0.2788916513784315,100.0
"1_m3_medium",40000000,0.019545420585573993,100.0
"1_m3_medium",40000000,0.2970133983048737,100.0
"1_m3_medium",40000000,0.35319454936370503,100.0
"1_m3_medium",40000000,0.022296265243269716,100.0
"1_m3_medium",40000000,0.02144226858039398,100.0
"1_m3_medium",40000000,0.01979030905755294,100.0
"1_m3_medium",40000000,0.2943549056556785,100.0
"1_m3_medium",40000000,0.29448565119580283,100.0
"1_m3_medium",40000000,0.022574358931788184,100.0
"1_m3_medium",40000000,0.019155259291234652,100.0
"1_m3_medium",40000000,0.05156355063380457,100.0
"1_m3_medium",40000000,0.08690531532503756,100.0
"1_m3_medium",40000000,0.21379697500477324,100.0
"1_m3_medium",40000000,0.042385421249678326,100.0
"1_m3_medium",40000000,0.020131700190099865,100.0
"1_m3_medium",40000000,0.03843088749242506,100.0
"1_m3_medium",40000000,0.020979470874874444,100.0
"1_m3_medium",40000000,0.061000058109128945,100.0
"1_m3_medium",40000000,0.02208873263989773,100.0
"1_m3_medium",40000000,0.021291807442949288,100.0
"1_m3_medium",40000000,0.2691542216282178,100.0
"1_m3_medium",40000000,0.02022612752463412,100.0
"1_m3_medium",40000000,0.2627030706523995,100.0
"1_m3_medium",40000000,0.21724097855773142,100.0
"1_m3_medium",40000000,0.3733137975976026,100.0
"1_m3_medium",40000000,0.02142255298307364,100.0
"1_m3_medium",40000000,0.02243738741356267,100.0
"1_m3_medium",40000000,0.02104484364493662,100.0
"1_m3_medium",40000000,0.05459248898001876,100.0
"1_m3_medium",40000000,0.020916173430845987,100.0
"1_m3_medium",40000000,0.26032370935473964,100.0
"1_m3_medium",40000000,0.01924449831068461,100.0
"1_m3_medium",40000000,0.27632136008566943,100.0
"1_m3_medium",40000000,0.1623880361604808,100.0
"1_m3_medium",40000000,0.3208184255746578,100.0
"1_m3_medium",40000000,0.32769294306135494,100.0
"1_m3_medium",40000000,0.33760470019840116,100.0
"1_m3_medium",40000000,0.02442970040593377,100.0
"1_m3_medium",40000000,0.02085702663888497,100.0
"1_m3_medium",40000000,0.33875339315806513,100.0
"1_m3_medium",40000000,0.021884313025576318,100.0
"1_m3_medium",40000000,0.26924034765861715,100.0
"1_m3_medium",40000000,0.02163319857549621,100.0
"1_m3_medium",40000000,0.25552555556477924,100.0
"1_m3_medium",40000000,0.020724205772726895,100.0
"1_m3_medium",40000000,0.019300532113595045,100.0
"1_m3_medium",40000000,0.25003320521653954,100.0
"1_m3_medium",40000000,0.19587549704058507,100.0
"1_m3_medium",40000000,0.022967633215178106,100.0
"1_m3_medium",40000000,0.020572706972265344,100.0
"1_m3_medium",40000000,0.32365643392576976,100.0
"1_m3_medium",40000000,0.21549978001544043,100.0
"1_m3_medium",40000000,0.11068543868241701,100.0
"1_m3_medium",40000000,0.021428778961174802,100.0
"1_m3_medium",40000000,0.33870151000722215,100.0
"1_m3_medium",40000000,0.28201813004823056,100.0
"1_m3_medium",40000000,0.020287349642628856,100.0
"1_m3_medium",40000000,0.024345649701568117,100.0
"1_m3_medium",40000000,0.020287349642628856,100.0
